,id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
65,401282611,2021,1,regular,2021-09-04T23:00:00.000Z,False,False,False,23904.0,3876,Peden Stadium,195,Ohio,Mid-American,9.0,"[0, 6, 0, 3]",,1564.0,1489.0,183,Syracuse,ACC,29.0,"[9, 3, 10, 7]",,1358.0,1433.0,,,
66,401287893,2021,1,regular,2021-09-04T23:00:00.000Z,False,False,False,26573.0,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,22.0,"[3, 7, 3, 9]",0.027570083271535584,1269.0,1275.0,239,Baylor,Big 12,29.0,"[7, 7, 10, 5]",0.9724299167284645,1525.0,1519.0,3.4324554132,,
67,401287886,2021,1,regular,2021-09-04T23:00:00.000Z,False,True,False,43478.0,3891,NRG Stadium,248,Houston,American Athletic,21.0,"[14, 7, 0, 0]",0.011056395958785482,1495.0,1457.0,2641,Texas Tech,Big 12,38.0,"[0, 7, 17, 14]",0.9889436040412145,1455.0,1493.0,6.4519450646,,
68,401282819,2021,1,regular,2021-09-04T23:00:00.000Z,False,False,False,53656.0,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,30.0,"[7, 6, 3, 14]",0.5320373839543777,1469.0,1482.0,204,Oregon State,Pac-12,21.0,"[7, 0, 0, 14]",0.4679626160456223,1449.0,1436.0,7.886416644,,
69,401281946,2021,1,regular,2021-09-04T23:30:00.000Z,False,True,False,0.0,3628,Bank of America Stadium,228,Clemson,ACC,3.0,"[0, 0, 0, 3]",0.0021786791632543196,1942.0,1924.0,61,Georgia,SEC,10.0,"[0, 7, 3, 0]",0.9978213208367457,1800.0,1818.0,6.2345959402,,
70,401282610,2021,1,regular,2021-09-04T23:30:00.000Z,False,False,False,33651.0,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,21.0,"[0, 7, 0, 14]",,1370.0,1365.0,2459,Northern Illinois,Mid-American,22.0,"[7, 7, 0, 8]",,1303.0,1308.0,,,
71,401281945,2021,1,regular,2021-09-04T23:30:00.000Z,False,False,False,86840.0,3634,Ben Hill Griffin Stadium,57,Florida,SEC,35.0,"[14, 0, 7, 14]",0.9918960232991294,1700.0,1730.0,2226,Florida Atlantic,Conference USA,14.0,"[0, 0, 0, 14]",0.008103976700870597,1505.0,1475.0,1.5270157343,,
72,401282613,2021,1,regular,2021-09-04T23:30:00.000Z,False,False,False,42982.0,3923,Scott Stadium,258,Virginia,ACC,43.0,"[3, 14, 12, 14]",0.9973676494447083,,,2729,William & Mary,,0.0,"[0, 0, 0, 0]",0.0026323505552916515,,,1.462120935,,
73,401282175,2021,1,regular,2021-09-04T23:30:00.000Z,False,False,False,18716.0,3825,Apogee Stadium,249,North Texas,Conference USA,44.0,"[7, 17, 17, 3]",0.9983080868428317,,,2466,Northwestern State,,14.0,"[0, 14, 0, 0]",0.0016919131571683232,,,2.5549712982,,
74,401282179,2021,1,regular,2021-09-04T23:30:00.000Z,False,False,False,33906.0,3832,Memorial Stadium,356,Illinois,Big Ten,30.0,"[0, 14, 3, 13]",0.07725225121139008,1412.0,1401.0,2636,UT San Antonio,Conference USA,37.0,"[7, 13, 3, 14]",0.9227477487886099,1445.0,1456.0,6.8133547384,,
